11/20/2020 19:52,44155.8278,0,
11/20/2020 19:57,44155.83127,0.4,
11/20/2020 20:02,44155.83475,0,
11/20/2020 20:07,44155.83822,0,0.0234
11/20/2020 20:12,44155.84169,0.4,
11/20/2020 20:17,44155.84516,0,
11/20/2020 20:22,44155.84863,0.4,
11/20/2020 20:27,44155.85211,0.4,
11/20/2020 20:32,44155.85557,0,
11/20/2020 20:37,44155.85905,0,
11/20/2020 20:42,44155.86252,0,
11/20/2020 20:47,44155.866,0,
11/20/2020 20:52,44155.86947,0,
11/20/2020 20:57,44155.87294,0,
11/20/2020 21:02,44155.8764,0,
11/20/2020 21:07,44155.87988,0,
11/20/2020 21:12,44155.88336,0,
11/20/2020 21:17,44155.88683,0,
11/20/2020 21:22,44155.8903,0,
11/20/2020 21:27,44155.89377,0.4,
11/20/2020 21:32,44155.89723,0.4,
11/20/2020 21:37,44155.90072,0,
11/20/2020 21:42,44155.90419,0.4,
11/20/2020 21:47,44155.90766,0,
11/20/2020 21:52,44155.91113,0,
11/20/2020 21:57,44155.91461,0,
11/20/2020 22:02,44155.91807,0,
11/20/2020 22:07,44155.92155,0,
11/20/2020 22:12,44155.92502,0,
11/20/2020 22:17,44155.92848,0,
11/20/2020 22:22,44155.93197,0,
11/20/2020 22:27,44155.93544,0,
11/20/2020 22:32,44155.93891,0,
11/20/2020 22:37,44155.94238,0,
11/20/2020 22:42,44155.94586,0,
11/20/2020 22:47,44155.94933,0,
11/20/2020 22:52,44155.9528,0.4,
11/20/2020 22:57,44155.95627,0.4,
11/20/2020 23:02,44155.95975,0,
11/20/2020 23:07,44155.96322,0.4,
11/20/2020 23:12,44155.96669,0,
11/20/2020 23:17,44155.97016,0,
11/20/2020 23:22,44155.97363,0,
11/20/2020 23:27,44155.97711,0,
11/20/2020 23:32,44155.98058,0,
11/20/2020 23:37,44155.98405,0.4,
11/20/2020 23:42,44155.98752,0.4,
11/20/2020 23:47,44155.991,0.4,
11/20/2020 23:52,44155.99447,0,
11/20/2020 23:57,44155.99794,0,
